id,carat,cut,color,clarity,depth,table,x,y,z,price
40685,0.34,Premium,E,VS2,61.1,58.0,4.52,4.49,2.76,956
55639,1.7,Premium,H,VS1,62.2,58.0,7.67,7.63,4.75,12291
58636,1.21,Ideal,D,VS1,61.1,55.0,6.89,6.87,4.21,11303
88519,1.01,Fair,D,SI2,64.8,56.0,6.3,6.25,4.08,4666
110230,1.01,Ideal,H,SI1,60.1,60.0,6.51,6.53,3.92,4855
94525,0.31,Very Good,F,VS2,63.2,56.0,4.28,4.31,2.72,802
36492,0.33,Ideal,H,VS1,62.4,56.0,4.43,4.47,2.78,555
138275,1.6,Ideal,F,VS1,60.9,55.5,7.6,7.57,4.63,16240
96416,1.51,Premium,I,VS2,61.8,59.0,7.35,7.3,4.53,8728
108768,1.0,Ideal,D,SI2,59.5,57.0,6.51,6.53,3.87,4540
92955,2.03,Premium,G,SI1,59.9,58.0,8.27,8.2,4.93,15792
66543,1.0,Fair,F,SI2,66.2,58.0,6.47,6.39,4.26,3849
41022,0.31,Ideal,D,VVS2,61.8,56.0,4.34,4.36,2.69,933
98574,0.41,Ideal,F,VS1,62.0,55.0,4.77,4.79,2.96,1007
153774,0.71,Ideal,E,VS2,62.2,57.0,5.76,5.71,3.57,2732
45169,1.62,Premium,H,SI2,61.7,59.0,7.54,7.51,4.62,8752
148155,0.33,Premium,H,SI1,61.8,60.0,4.4,4.37,2.71,521
25698,0.73,Ideal,G,VS2,61.1,56.0,5.86,5.88,3.59,3543
186370,0.37,Ideal,F,VS1,61.1,56.0,4.66,4.63,2.84,1041
59229,1.5,Ideal,E,VS2,62.3,56.0,7.27,7.33,4.56,13929
94941,1.09,Ideal,J,SI1,61.7,56.0,6.64,6.59,4.08,4564
75312,1.01,Premium,I,SI1,61.1,57.0,6.52,6.41,3.95,4201
58336,0.57,Ideal,D,SI1,61.9,57.0,5.33,5.35,3.3,1814
27377,0.71,Ideal,E,SI1,61.7,54.0,5.77,5.8,3.57,2728
173964,1.03,Very Good,H,VS2,62.9,59.0,6.4,6.43,4.03,5796
71991,1.25,Premium,G,VVS2,61.8,56.0,6.98,6.92,4.29,9005
142582,1.01,Premium,H,VS2,59.9,59.0,6.51,6.47,3.89,5279
162175,1.02,Premium,G,SI2,60.6,60.0,6.41,6.45,3.9,4315
155934,1.03,Good,F,SI1,63.6,58.0,6.37,6.38,4.05,4724
76178,0.3,Very Good,F,VVS2,63.2,56.0,4.25,4.28,2.7,685
152513,0.38,Premium,G,SI1,60.0,59.0,4.7,4.73,2.83,926
98919,1.2,Premium,I,VS2,62.6,55.0,6.78,6.74,4.23,5385
18319,1.04,Premium,H,SI2,61.8,59.0,6.54,6.49,4.02,4620
122702,0.33,Premium,F,SI2,62.3,60.0,4.42,4.37,2.74,557
86534,1.51,Premium,F,SI1,60.8,55.0,7.4,7.36,4.5,11873
185796,0.53,Very Good,H,SI2,59.9,57.0,5.23,5.28,3.14,1194
1903,1.58,Premium,F,SI1,59.7,60.0,7.63,7.57,4.55,11007
64747,1.7,Ideal,G,VS2,61.4,57.0,7.67,7.63,4.71,15984
73749,1.02,Very Good,D,SI2,62.8,56.0,6.41,6.37,4.01,4588
168245,1.03,Premium,D,SI2,60.5,61.0,6.55,6.49,3.94,4853
95011,0.71,Very Good,H,SI1,61.7,56.0,5.74,5.76,3.55,2125
190567,0.7,Very Good,F,VS2,63.5,60.0,5.64,5.61,3.58,2779
75828,1.01,Premium,H,SI1,59.9,59.0,6.5,6.48,3.88,4242
110821,0.39,Ideal,E,VVS2,60.9,56.0,4.73,4.76,2.89,1052
156284,1.01,Premium,F,VS1,61.0,58.0,6.5,6.54,3.98,7562
9271,1.01,Very Good,G,SI1,62.2,63.0,6.48,6.37,4.0,4138
63742,0.3,Ideal,F,VS2,61.7,56.0,4.32,4.29,2.66,640
4121,0.9,Very Good,H,VS1,61.8,59.0,6.14,6.11,3.78,4136
31775,1.17,Premium,H,VS2,61.2,58.0,6.77,6.79,4.16,6041
645,0.52,Ideal,G,VS2,60.9,57.0,5.17,5.21,3.16,1581
25343,0.85,Good,D,SI2,60.2,54.0,6.18,6.22,3.72,3823
21645,1.24,Ideal,H,VS2,60.4,57.0,6.98,7.02,4.22,7294
61081,0.75,Ideal,H,SI1,62.2,57.0,5.79,5.82,3.61,2330
176634,0.51,Ideal,E,SI1,62.5,56.0,5.09,5.15,3.2,1406
58923,1.0,Premium,H,SI1,62.7,60.0,6.38,6.31,3.98,4497
85808,1.52,Premium,H,SI1,61.9,59.0,7.35,7.3,4.54,9417
190862,1.5,Good,E,SI2,63.9,56.0,7.25,7.22,4.62,7281
94994,0.31,Very Good,G,VS1,62.4,57.0,4.34,4.37,2.72,625
26149,1.2,Premium,E,SI1,62.2,59.0,6.74,6.66,4.17,5476
133404,0.3,Very Good,E,VS2,61.3,62.0,4.29,4.33,2.65,612
4002,0.23,Ideal,G,IF,62.0,57.0,3.94,3.92,2.43,536
37719,1.03,Premium,G,SI1,60.3,60.0,6.53,6.56,3.95,5152
90841,0.51,Very Good,E,SI1,63.2,58.0,5.07,5.1,3.22,1376
13417,0.51,Very Good,H,VS2,63.2,59.0,5.09,5.07,3.21,1368
52238,0.7,Good,G,SI2,63.1,56.0,5.63,5.65,3.56,2268
72672,0.5,Very Good,D,SI2,62.9,58.0,5.1,5.06,3.2,1312
113732,0.9,Very Good,D,SI1,63.1,56.0,6.08,6.15,3.86,4540
50123,1.0,Very Good,E,SI2,63.3,56.0,6.38,6.33,4.01,4538
113721,0.41,Ideal,F,SI1,60.3,56.0,4.82,4.78,2.9,1015
88309,0.42,Ideal,E,SI1,62.3,57.0,4.81,4.78,2.99,992
137816,0.33,Ideal,G,VS2,61.6,57.0,4.48,4.45,2.75,743
84295,1.01,Very Good,I,VS2,62.9,57.0,6.29,6.4,3.99,4446
110694,0.7,Very Good,D,VS2,59.6,60.0,5.78,5.81,3.46,3189
70338,1.13,Premium,H,SI1,62.5,58.0,6.68,6.62,4.15,5292
69053,0.24,Very Good,F,VVS1,62.0,60.0,3.92,3.95,2.46,878
73137,0.32,Ideal,F,VS2,62.3,55.0,4.41,4.38,2.74,773
58926,1.01,Premium,F,VS2,60.8,58.0,6.51,6.45,3.94,6330
100750,0.91,Premium,G,SI1,62.2,59.0,6.21,6.18,3.86,4281
75696,0.41,Ideal,F,VVS2,61.1,56.0,4.8,4.83,2.95,1115
120056,0.52,Ideal,F,VVS1,61.0,56.0,5.17,5.2,3.16,2318
158244,0.4,Very Good,G,VS1,62.0,59.0,4.74,4.77,2.95,827
52632,1.02,Premium,H,VS2,62.1,58.0,6.46,6.4,3.99,4984
69014,0.32,Ideal,E,VS1,62.0,55.0,4.38,4.42,2.73,829
24982,1.51,Very Good,H,SI2,62.5,58.0,7.27,7.31,4.55,7959
146575,1.5,Very Good,H,SI1,61.9,58.0,7.27,7.34,4.52,10277
135233,1.33,Ideal,H,IF,62.1,53.0,7.02,7.05,4.37,11009
33921,0.58,Very Good,G,VVS2,59.7,63.0,5.37,5.41,3.23,2137
136731,0.3,Ideal,G,IF,60.5,57.0,4.34,4.37,2.64,868
127461,0.53,Ideal,F,VS2,62.0,55.0,5.18,5.2,3.21,1561
60633,0.33,Premium,D,SI2,62.7,58.0,4.42,4.39,2.76,631
18788,0.3,Ideal,F,VS2,62.0,57.0,4.32,4.35,2.69,573
25080,0.53,Ideal,I,VVS2,62.2,56.0,5.19,5.23,3.24,1447
142425,2.08,Premium,E,SI2,59.8,58.0,8.4,8.33,5.0,18526
151817,0.31,Ideal,G,VS2,62.6,56.0,4.34,4.36,2.72,544
21366,1.11,Premium,E,VS2,61.7,57.0,6.64,6.68,4.11,7711
149111,0.44,Premium,E,SI2,62.4,61.0,4.8,4.85,3.01,1190
164803,0.3,Premium,E,VS2,61.3,60.0,4.39,4.35,2.68,778
193163,0.42,Ideal,F,VS1,61.9,54.0,4.83,4.85,2.99,1179
7426,0.4,Ideal,H,VVS1,61.7,56.0,4.72,4.74,2.92,1044
123825,2.0,Premium,G,SI2,62.8,59.0,8.03,8.1,5.05,15185
65713,0.81,Premium,D,SI2,61.3,58.0,6.09,5.97,3.7,3266
3888,2.0,Good,D,SI2,63.2,60.0,7.98,8.09,5.07,18318
185873,1.29,Premium,H,VS1,60.8,58.0,7.11,7.04,4.3,8719
116747,0.4,Very Good,H,VVS2,60.3,61.0,4.74,4.79,2.87,855
183413,0.53,Ideal,G,VS1,61.8,56.0,5.17,5.2,3.21,1781
49483,0.23,Very Good,F,VVS1,61.9,58.0,3.89,3.93,2.43,530
74663,0.8,Good,G,VS2,63.5,56.0,5.84,5.8,3.69,4135
128238,0.7,Premium,E,SI2,60.3,61.0,5.77,5.74,3.46,2674
30993,0.3,Premium,G,VS1,61.0,59.0,4.33,4.27,2.63,776
166612,0.31,Ideal,E,VS2,61.8,56.0,4.34,4.37,2.69,640
152997,0.34,Ideal,G,VS2,61.5,54.0,4.49,4.52,2.77,765
103146,0.33,Ideal,D,SI2,61.4,55.0,4.51,4.53,2.78,631
177824,0.7,Very Good,F,SI1,59.0,60.0,5.82,5.88,3.46,2415
116327,1.06,Premium,H,SI1,61.1,56.0,6.62,6.56,4.03,4581
85953,0.9,Ideal,J,VS1,61.2,55.0,6.25,6.24,3.81,3412
79608,1.1,Very Good,F,SI1,62.3,57.0,6.58,6.6,4.11,5988
62365,1.11,Very Good,F,VS2,62.0,57.0,6.61,6.59,4.09,6911
136207,0.45,Ideal,G,VVS1,60.9,57.0,4.95,4.97,3.05,1264
113312,0.39,Ideal,E,VVS2,62.0,55.6,4.68,4.71,2.91,1100
13967,1.7,Ideal,J,SI1,61.6,53.0,7.72,7.64,4.73,9541
60599,0.7,Premium,F,SI1,62.6,59.0,5.63,5.67,3.54,2592
49723,0.56,Ideal,E,VVS2,61.3,56.0,5.3,5.33,3.26,2165
85148,0.7,Good,E,SI1,63.7,57.0,5.55,5.6,3.54,2333
190677,0.25,Very Good,F,VVS2,63.1,58.0,3.98,4.0,2.51,434
89362,1.51,Premium,J,VS2,61.6,59.0,7.38,7.33,4.55,8233
99216,0.7,Ideal,D,VS1,62.6,57.0,5.61,5.69,3.52,3357
134882,0.41,Premium,F,VS2,60.8,61.0,4.8,4.78,2.91,1059
24401,1.0,Very Good,G,VS1,62.2,63.0,6.32,6.48,3.99,6854
75597,1.01,Very Good,E,SI1,61.3,60.0,6.33,6.36,3.9,5129
55061,1.0,Premium,E,SI2,59.1,62.0,6.61,6.54,3.88,4829
165196,0.32,Ideal,F,IF,60.8,56.0,4.4,4.45,2.69,1203
107014,1.51,Good,F,VS2,61.9,63.0,7.27,7.33,4.51,13930
87332,0.3,Very Good,I,VS1,60.3,61.0,4.37,4.4,2.64,527
97046,0.9,Ideal,E,SI1,61.7,56.0,6.22,6.27,3.85,4853
26568,0.31,Good,H,IF,63.1,55.0,4.34,4.37,2.74,789
20378,0.4,Premium,D,SI1,60.0,58.0,4.74,4.77,2.86,810
119925,2.05,Premium,G,SI1,61.9,60.0,8.2,8.15,5.05,17024
43906,0.52,Ideal,G,VVS2,62.2,55.0,5.17,5.19,3.22,1911
90775,0.54,Ideal,F,VS2,61.4,56.0,5.22,5.26,3.21,1651
180129,0.4,Ideal,E,VS2,60.6,55.0,4.77,4.79,2.9,847
137948,0.54,Ideal,H,VS1,61.3,57.0,5.22,5.27,3.21,1637
115763,0.28,Ideal,D,VS1,61.6,56.0,4.18,4.21,2.57,734
78121,0.31,Very Good,H,VS1,63.1,59.0,4.32,4.29,2.71,698
76511,0.91,Very Good,G,SI2,62.1,60.0,6.17,6.21,3.84,3299
178118,0.32,Very Good,D,SI2,62.2,57.0,4.33,4.37,2.7,449
169376,1.03,Very Good,H,SI1,59.6,61.0,6.54,6.57,3.91,4914
170765,1.02,Very Good,E,SI2,62.4,57.0,6.36,6.43,3.99,4398
100838,0.9,Fair,I,VS1,65.1,56.0,6.08,5.98,3.93,2923
103139,1.04,Ideal,F,VS2,61.8,55.0,6.54,6.51,4.03,8061
94035,0.52,Ideal,F,VVS2,61.6,57.0,5.16,5.2,3.19,1915
169777,2.49,Good,F,SI2,63.8,58.0,8.56,8.5,5.44,18325
10209,0.72,Ideal,I,SI1,61.4,55.0,5.77,5.8,3.55,2327
139950,1.25,Premium,G,VS1,60.9,59.0,6.97,6.93,4.23,9081
35055,0.72,Very Good,H,VS2,61.7,58.0,5.74,5.78,3.56,2462
81777,0.52,Ideal,G,VVS2,62.1,55.0,5.18,5.2,3.23,2085
21845,0.3,Ideal,H,VS2,61.8,55.0,4.32,4.35,2.68,504
56436,0.51,Ideal,H,VVS1,62.2,55.0,5.12,5.14,3.19,1837
89403,1.09,Ideal,F,VS1,62.0,55.0,6.66,6.59,4.11,9786
9703,0.52,Very Good,E,VS2,62.5,56.0,5.13,5.16,3.21,1699
71509,0.33,Ideal,E,VS1,61.4,56.0,4.47,4.5,2.76,687
106818,1.2,Ideal,G,VS2,62.0,55.0,6.85,6.8,4.23,7318
110888,0.36,Ideal,E,VS2,61.0,55.0,4.6,4.62,2.81,738
193492,1.71,Very Good,H,SI2,62.1,59.0,7.59,7.63,4.74,10424
79543,0.72,Ideal,E,VS2,62.2,56.0,5.73,5.76,3.57,3697
176356,0.35,Ideal,E,VVS1,61.6,56.0,4.56,4.58,2.81,1011
189771,2.18,Premium,F,SI2,62.4,58.0,8.26,8.22,5.18,16412
15003,0.31,Premium,J,SI1,61.9,58.0,4.33,4.37,2.69,517
164063,0.9,Ideal,E,SI1,61.7,55.0,6.17,6.22,3.83,4385
55330,0.41,Ideal,E,SI2,62.8,57.0,4.77,4.73,2.99,876
18993,1.01,Premium,F,SI1,61.7,58.0,6.44,6.4,3.95,5488
27931,0.44,Good,E,SI2,62.6,64.0,4.82,4.87,3.04,638
190459,0.32,Ideal,F,VVS1,61.2,57.0,4.41,4.46,2.71,912
24320,2.11,Premium,H,SI2,61.5,59.0,8.26,8.21,5.08,16570
153742,0.3,Ideal,H,VS2,61.4,55.0,4.32,4.34,2.66,457
90962,1.22,Ideal,E,SI1,61.2,57.0,6.89,6.86,4.21,8580
13796,0.41,Ideal,F,VS1,62.0,56.0,4.74,4.76,2.95,1007
133280,0.8,Ideal,H,VS2,62.3,57.0,5.96,5.92,3.71,2805
96788,1.56,Ideal,H,SI1,60.8,57.0,7.53,7.49,4.56,10914
181757,0.23,Very Good,E,VVS2,61.8,58.0,3.91,3.94,2.43,530
43163,0.87,Ideal,F,SI1,61.9,54.0,6.14,6.19,3.82,4011
59031,1.51,Premium,E,SI1,62.2,56.0,7.36,7.32,4.56,9474
10042,0.7,Ideal,H,VS2,61.3,56.0,5.73,5.77,3.53,2674
43193,0.48,Premium,F,SI1,62.3,58.0,5.03,4.99,3.12,1415
146635,1.01,Good,F,SI2,58.5,59.0,6.61,6.53,3.84,4218
24783,0.5,Premium,G,VS1,61.4,60.0,5.09,5.12,3.14,1689
84059,0.3,Very Good,H,VS1,62.9,58.0,4.22,4.25,2.66,491
31012,0.32,Ideal,D,SI1,62.0,54.0,4.42,4.44,2.74,552
50985,1.04,Good,I,SI1,63.7,56.0,6.4,6.38,4.06,4188
12374,2.01,Very Good,E,SI2,63.0,58.0,7.98,8.03,5.06,16723
80325,0.31,Ideal,G,VS1,61.9,56.0,4.35,4.37,2.7,625
155785,1.7,Ideal,G,SI2,62.0,55.0,7.69,7.65,4.74,12098
51450,0.42,Ideal,F,SI1,61.8,56.0,4.79,4.75,2.95,945
128443,0.7,Premium,G,SI1,61.3,58.0,5.67,5.72,3.49,2074
129205,1.02,Ideal,D,SI1,62.7,57.0,6.4,6.43,4.02,5880
27146,0.3,Premium,F,VS2,62.4,60.0,4.26,4.28,2.67,605
1233,0.32,Ideal,I,VS1,63.0,56.0,4.35,4.29,2.72,505
136455,0.3,Premium,E,VS1,62.2,58.0,4.29,4.27,2.67,670
22709,0.31,Very Good,G,VS2,61.4,58.0,4.32,4.35,2.67,544
105296,0.3,Premium,G,VS2,60.0,55.0,4.41,4.37,2.63,675
159135,0.61,Ideal,I,SI1,61.9,55.0,5.44,5.5,3.36,1174
18772,1.51,Premium,F,VS2,62.6,57.0,7.35,7.3,4.58,12467
106836,0.26,Ideal,H,VS2,60.8,57.0,4.12,4.16,2.49,393
136628,0.4,Premium,G,SI1,61.9,58.0,4.7,4.73,2.93,702
126407,0.9,Very Good,H,SI1,59.8,58.0,6.25,6.29,3.76,3220
69963,0.7,Very Good,I,VS2,61.2,58.0,5.65,5.67,3.46,2300
37206,1.02,Ideal,F,VS1,62.4,56.0,6.44,6.46,4.02,7695
176785,0.35,Good,E,VS2,63.1,56.0,4.45,4.49,2.82,627
64308,0.31,Ideal,G,IF,61.2,55.0,4.37,4.4,2.68,863
20521,0.81,Very Good,J,SI2,61.0,63.0,6.05,6.11,3.67,2418
55352,1.07,Ideal,J,SI1,60.9,56.0,6.6,6.58,4.03,4330
22451,0.38,Ideal,I,VVS1,62.3,56.0,4.65,4.68,2.9,852
73630,1.04,Premium,G,VS2,62.5,58.0,6.48,6.45,4.04,5940
23038,0.53,Ideal,F,I1,61.4,55.0,5.2,5.23,3.2,1016
42882,2.03,Very Good,I,SI1,60.8,61.0,8.14,8.25,4.97,15662
67726,0.52,Ideal,D,VS2,62.0,55.0,5.14,5.17,3.2,1778
173849,0.42,Ideal,H,VVS1,61.3,56.0,4.82,4.86,2.97,1043
103717,0.57,Ideal,F,VS1,60.8,56.0,5.38,5.43,3.29,2275
153722,0.3,Ideal,G,IF,60.8,57.0,4.35,4.39,2.66,956
81793,2.38,Premium,I,SI2,60.6,61.0,8.62,8.58,5.23,15025
51080,0.38,Very Good,G,SI2,60.5,57.0,4.7,4.75,2.86,638
173732,1.01,Very Good,E,SI2,63.4,57.0,6.32,6.37,4.02,4399
71678,1.0,Ideal,F,SI1,63.1,56.0,6.43,6.37,4.04,5292
75287,0.9,Fair,H,VVS2,60.2,66.0,6.29,6.21,3.76,4568
98145,0.33,Ideal,G,VVS2,61.8,55.0,4.44,4.48,2.75,799
113424,0.32,Ideal,J,VS1,60.8,59.0,4.39,4.41,2.67,505
98236,2.22,Ideal,H,SI2,62.0,55.0,8.36,8.39,5.21,16937
57596,1.7,Ideal,H,VS2,61.1,57.0,7.72,7.65,4.69,12907
170804,2.05,Premium,J,SI1,61.0,61.0,8.21,8.1,4.98,14258
159352,0.31,Ideal,E,VS2,61.0,56.0,4.37,4.39,2.67,680
51556,0.3,Ideal,E,SI1,61.3,57.0,4.34,4.37,2.67,526
107549,0.3,Very Good,D,SI1,63.0,59.0,4.24,4.26,2.68,552
155636,1.16,Very Good,F,VS1,61.9,57.0,6.75,6.78,4.18,9632
104882,0.31,Very Good,G,SI1,63.0,55.0,4.31,4.36,2.73,446
9383,0.7,Ideal,G,VS2,61.7,60.0,5.66,5.72,3.51,2496
176036,0.31,Very Good,F,VVS2,59.0,59.0,4.4,4.43,2.61,707
24160,1.12,Ideal,H,SI1,61.8,56.0,6.67,6.65,4.11,5281
18141,1.23,Ideal,I,SI1,62.5,57.0,6.83,6.77,4.25,5553
148750,1.2,Ideal,E,VS2,61.9,56.0,6.8,6.74,4.19,8602
78434,1.01,Ideal,G,IF,61.6,56.0,6.44,6.47,3.98,7887
34037,0.42,Ideal,G,IF,61.5,56.0,4.8,4.82,2.96,1101
40139,0.51,Ideal,F,SI1,62.2,56.0,5.09,5.13,3.17,1433
93274,0.9,Good,G,VS1,63.6,58.0,6.05,6.1,3.86,4630
189050,0.9,Ideal,D,SI1,62.1,57.0,6.12,6.2,3.83,4442
177995,0.71,Ideal,G,IF,61.0,56.0,5.75,5.77,3.52,3528
192557,2.01,Very Good,H,SI2,63.3,59.0,7.89,7.94,5.02,12182
125887,0.32,Ideal,H,SI1,61.5,57.0,4.38,4.34,2.68,576
19268,0.41,Ideal,G,VS1,62.3,57.0,4.77,4.8,2.98,899
120170,0.34,Very Good,G,VVS2,63.4,57.0,4.5,4.45,2.84,1097
159920,0.3,Premium,H,VS1,61.6,59.0,4.33,4.3,2.66,576
66414,1.0,Premium,H,VS2,61.7,58.0,6.38,6.41,3.94,4891
92085,1.52,Ideal,H,VS2,61.2,57.0,7.44,7.4,4.55,10763
28692,1.08,Premium,D,SI1,59.4,62.0,6.73,6.69,4.0,5851
30075,0.52,Ideal,G,VVS2,62.0,56.0,5.16,5.18,3.2,1935
54848,0.75,Very Good,D,VS2,62.1,58.0,5.79,5.81,3.6,2945
59087,0.79,Premium,J,SI1,61.2,60.0,5.98,5.94,3.64,1848
134835,0.33,Premium,I,VVS2,61.5,60.0,4.45,4.49,2.75,649
24272,1.11,Ideal,F,VS2,62.0,58.0,6.66,6.69,4.13,7098
106071,1.0,Premium,E,VVS2,61.0,59.0,6.45,6.41,3.92,9547
162557,1.09,Ideal,G,VS2,61.3,55.0,6.66,6.62,4.07,6412
72603,0.76,Ideal,I,SI1,59.9,57.0,5.97,5.94,3.57,2346
115418,0.71,Ideal,H,SI1,60.7,56.0,5.78,5.81,3.52,2375
169031,0.98,Very Good,H,SI2,62.8,59.0,6.34,6.26,3.95,4012
142418,1.5,Premium,I,VS1,62.0,58.0,7.25,7.31,4.5,10197
31052,0.54,Very Good,F,VVS2,61.5,57.0,5.2,5.24,3.21,2079
89567,2.16,Premium,D,SI1,62.3,58.0,8.25,8.29,5.14,17776
42999,1.01,Premium,E,SI1,61.4,60.0,6.41,6.34,3.92,5324
71986,0.32,Premium,G,VVS1,61.7,58.0,4.34,4.38,2.69,752
8136,1.67,Ideal,H,VS2,62.0,57.0,7.6,7.55,4.69,10357
106459,2.02,Very Good,E,SI2,60.4,56.0,8.2,8.16,4.94,18557
183409,1.0,Premium,E,VS1,62.4,59.0,6.38,6.32,3.96,8284
142841,1.0,Premium,G,SI1,59.2,58.0,6.54,6.51,3.85,3624
109759,1.13,Premium,I,VS2,62.6,59.0,6.64,6.59,4.14,3927
99203,1.0,Very Good,G,SI1,63.0,59.0,6.32,6.29,3.96,5152
174081,0.31,Ideal,G,IF,61.9,55.0,4.34,4.38,2.7,891
1885,0.32,Ideal,G,IF,62.5,55.0,4.41,4.43,2.76,918
15233,1.01,Good,H,VS2,64.1,59.0,6.24,6.27,4.01,4559
150710,0.3,Very Good,H,VVS2,62.9,56.0,4.29,4.32,2.7,567
145724,0.33,Ideal,H,VVS2,61.6,56.0,4.46,4.49,2.75,660
131238,1.01,Good,G,SI2,63.6,57.0,6.33,6.38,4.04,4009
24576,0.71,Ideal,H,SI1,60.9,56.0,5.76,5.79,3.52,3041
35921,0.53,Ideal,D,VS2,61.9,57.0,5.21,5.18,3.22,1617
51544,0.72,Ideal,D,VVS1,61.4,56.0,5.75,5.8,3.55,3713
12236,0.34,Good,F,VS2,63.7,55.0,4.43,4.43,2.82,880
34096,0.71,Very Good,F,SI2,63.3,54.0,5.67,5.7,3.6,2365
164636,0.9,Very Good,H,SI2,63.1,58.0,6.15,6.11,3.87,3416
61492,0.24,Very Good,F,VS1,61.7,58.0,3.93,3.95,2.43,419
10771,1.01,Premium,H,SI2,62.3,58.0,6.38,6.34,3.96,4232
109966,0.9,Premium,H,IF,60.6,58.0,6.24,6.18,3.75,4285
150261,0.52,Premium,G,VS1,59.6,60.0,5.3,5.22,3.12,1675
7282,0.4,Premium,E,SI1,61.3,58.0,4.82,4.76,2.93,945
11073,0.31,Premium,I,VS2,61.4,58.0,4.38,4.4,2.7,435
35564,1.17,Premium,G,SI1,61.6,60.0,6.78,6.8,4.19,7500
9821,1.0,Ideal,F,SI2,62.0,56.0,6.38,6.43,3.97,4303
13549,0.4,Ideal,E,VS1,62.3,56.0,4.69,4.7,2.92,901
177915,1.91,Ideal,I,SI2,61.3,54.0,8.05,7.94,4.89,11011
138268,1.2,Ideal,H,VS1,61.7,56.0,6.79,6.83,4.21,7487
120247,0.3,Premium,H,SI1,61.7,58.0,4.31,4.34,2.67,475
44449,0.52,Ideal,E,SI1,61.9,56.0,5.15,5.18,3.19,1547
130317,1.54,Very Good,J,VVS2,62.6,59.0,7.29,7.41,4.6,9212
121845,0.7,Good,F,VVS2,63.7,54.0,5.56,5.58,3.56,3267
158532,0.32,Premium,G,VS1,61.5,58.0,4.42,4.45,2.73,828
149056,0.23,Ideal,E,VS2,62.0,55.0,3.96,3.99,2.46,396
162244,0.3,Ideal,H,SI1,60.0,57.0,4.34,4.38,2.63,447
141181,0.31,Ideal,H,VVS2,62.1,55.0,4.35,4.38,2.71,625
15704,0.72,Ideal,H,SI1,62.1,56.0,5.74,5.78,3.57,2351
112102,1.7,Premium,F,SI1,61.6,58.0,7.63,7.67,4.7,13595
85647,0.31,Premium,G,VVS1,61.3,60.0,4.38,4.34,2.68,863
20729,1.11,Premium,H,SI1,62.3,57.0,6.61,6.57,4.11,4603
131483,1.06,Ideal,F,VS2,62.9,55.0,6.48,6.52,4.1,7056
22319,0.31,Ideal,D,VVS2,61.6,56.0,4.42,4.38,2.71,988
114365,0.72,Ideal,F,VS1,62.0,56.0,5.75,5.78,3.57,3185
16387,0.4,Premium,E,VS2,62.4,59.0,4.75,4.72,2.95,975
131358,0.32,Ideal,D,VS2,62.3,56.0,4.39,4.36,2.73,972
75122,0.5,Good,E,SI1,58.1,63.0,5.23,5.2,3.02,1153
46589,0.57,Ideal,F,VS1,60.8,56.0,5.38,5.35,3.28,2242
56949,0.5,Ideal,D,VS2,61.8,55.0,5.08,5.12,3.15,1877
152522,0.31,Very Good,G,VVS2,63.3,57.0,4.26,4.3,2.71,607
32259,0.41,Ideal,D,SI1,61.8,57.0,4.77,4.79,2.95,947
151630,0.31,Ideal,H,VS1,62.3,57.0,4.31,4.34,2.69,698
171702,0.38,Ideal,G,VVS1,62.6,55.0,4.64,4.67,2.91,1094
61580,0.4,Ideal,F,VVS2,62.2,55.0,4.75,4.77,2.96,1010
105389,0.4,Premium,G,SI1,62.9,58.0,4.75,4.72,2.97,917
187145,0.3,Premium,H,SI1,61.7,58.0,4.36,4.34,2.68,520
119571,1.05,Ideal,E,SI2,62.3,56.0,6.53,6.5,4.06,4032
29570,1.01,Good,E,SI1,64.1,58.0,6.34,6.29,4.04,4559
128468,1.0,Very Good,D,SI1,63.1,56.0,6.34,6.32,4.0,5103
26992,0.51,Very Good,G,SI1,60.9,59.0,5.12,5.14,3.12,1270
131839,1.01,Premium,H,SI1,59.8,59.0,6.54,6.48,3.89,4855
124118,0.62,Ideal,H,VS1,60.7,57.0,5.49,5.44,3.3,1758
53100,0.32,Very Good,H,VS2,62.9,54.0,4.36,4.41,2.76,648
108469,0.31,Ideal,D,VS1,61.1,56.0,4.37,4.38,2.67,865
18792,1.01,Very Good,G,VS2,62.6,59.0,6.32,6.43,3.99,5050
52680,0.34,Ideal,H,SI1,61.2,57.0,4.51,4.54,2.77,434
93219,1.03,Premium,D,SI2,61.3,58.0,6.53,6.47,3.99,4698
100904,0.71,Very Good,D,VS2,61.6,61.0,5.73,5.76,3.54,2860
89084,0.31,Very Good,D,SI1,63.5,58.0,4.21,4.24,2.66,571
157824,0.32,Ideal,E,VS2,60.6,56.0,4.42,4.44,2.68,844
180978,0.31,Ideal,G,IF,60.9,56.0,4.37,4.42,2.68,863
51696,0.3,Ideal,G,IF,62.4,55.0,4.3,4.32,2.69,863
119173,1.08,Ideal,G,VS1,62.8,56.0,6.52,6.54,4.12,7069
17261,1.08,Ideal,E,SI1,61.7,56.0,6.64,6.61,4.08,6814
37056,0.41,Premium,G,SI1,61.5,59.0,4.75,4.72,2.92,706
72176,0.7,Very Good,F,SI1,61.1,56.0,5.74,5.77,3.52,2505
91066,2.02,Premium,D,SI1,62.4,58.0,8.07,7.99,4.99,13803
4258,1.0,Ideal,D,SI2,62.1,57.0,6.44,6.39,3.98,4553
136671,0.57,Ideal,E,SI1,62.3,56.0,5.28,5.31,3.3,1551
